"id","source_job_id","url","hash","title","published_date","description","work_modality","contract_type","workday","salary_text","accessibility_mentioned","transport_mentioned","disability_friendly","multiple_vacancies","area","subarea","min_experience","min_education","created_at","updated_at","company_id","location_id","source_id"
76,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-maipu-tarde-6x1-full-time-en-santiago-maipu-5BC7202197FA444261373E686DCF3405#lc=ListOffers-Score3-7,"020179a3bd64fc4b7b97409f69359fe7","Auxiliar de Aseo Maipú, Tarde 6x1 - full time",2025-09-28,"Oferta laboral: Auxiliar de Aseo Maipú, Tarde 6x1 - full time",presencial,indefinido,por turnos,Sueldo a convenir,false,false,false,false,Servicios Generales,Aseo y Mantención,"1 años",Enseñanza media completa,2025-10-18 15:28:19.895 -0300,2025-10-18 15:28:19.895 -0300,40,1,1
77,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-corporativo-las-condes-part-time-en-santiago-las-condes-DB19B9761435783B61373E686DCF3405#lc=ListOffers-Score3-13,dfed098003425a05f325a8eb0beace28,"Auxiliar de Aseo Corporativo, Las condes - Part time",2025-09-28,"Oferta laboral: Auxiliar de Aseo Corporativo, Las condes - Part time",presencial,part-time,part-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Aseo y Mantención,"1 años",Enseñanza media completa,2025-10-18 15:28:19.896 -0300,2025-10-18 15:28:19.896 -0300,40,1,1
78,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-dermoconsejera-santiago-full-time-en-santiago-providencia-443C9DA7DD3CCBFC61373E686DCF3405#lc=ListOffers-Score3-19,"791d4eb5ca3a502dc8252d4e153d4477",Dermoconsejera Santiago Full Time,2025-09-28,Oferta laboral: Dermoconsejera Santiago Full Time,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.897 -0300,2025-10-18 15:28:19.897 -0300,39,1,1
79,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-part-time-20-hrs--ley-de-inclusion-laboral-21015-providencia-en-santiago-providencia-9FA527B556D4959D61373E686DCF3405#lc=ListOffers-Score4-3,"3361a4719fec7f63727506bb0ee0afa1",Vendedor(a) Part Time 20 hrs – (Ley de inclusión laboral 21.015) - Providencia,2025-09-28,Oferta laboral: Vendedor(a) Part Time 20 hrs – (Ley de inclusión laboral 21.015) - Providencia,presencial,part-time,part-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.898 -0300,2025-10-18 15:28:19.898 -0300,41,1,1
80,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-call-center-presencial-repuestos-automotrices-inclusion-laboral-en-santiago-quilicura-391114AE2E627ECC61373E686DCF3405#lc=ListOffers-Score4-6,"1871458aa69a9f56296fbabadc3709cb",Vendedor (Call Center) Presencial / Repuestos Automotrices/ Inclusión Laboral,2025-09-28,Oferta laboral: Vendedor (Call Center) Presencial / Repuestos Automotrices/ Inclusión Laboral,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.900 -0300,2025-10-18 15:28:19.900 -0300,42,1,1
81,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-bodega-para-iquique-vacante-regida-por-la-ley-21015-de-inclusion-en-iquique-4DAF988AE3B0CCB761373E686DCF3405#lc=ListOffers-Score4-7,af98a28dc0e321684cb2017a76f27443,Auxiliar de bodega para Iquique - Vacante regida por la ley 21.015 de Inclusión,2025-09-28,Oferta laboral: Auxiliar de bodega para Iquique - Vacante regida por la ley 21.015 de Inclusión,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.901 -0300,2025-10-18 15:28:19.901 -0300,43,1,1
82,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-inspector-mecanico-division-el-salvador-4x3-en-diego-de-almagro-9EF2ED791DB22A5961373E686DCF3405#lc=ListOffers-Score3-17,c19c254a626c757adc0388d74efe9e05,Inspector Mecánico (División El Salvador) - 4x3,2025-09-28,Oferta laboral: Inspector Mecánico (División El Salvador) - 4x3,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.903 -0300,2025-10-18 15:28:19.903 -0300,17,1,1
83,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-electromecanico-planta-produccion-de-alimentos-los-lagos-en-osorno-E90685AD928D876961373E686DCF3405#lc=ListOffers-Score3-18,a2418923de80ea74e49f898eb6586dd7,Electromecánico Planta Producción de Alimentos - Los Lagos,2025-09-28,Oferta laboral: Electromecánico Planta Producción de Alimentos - Los Lagos,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.904 -0300,2025-10-18 15:28:19.904 -0300,37,1,1
84,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-oracle-bpm-trabajo-remoto-en-santiago-providencia-5C33EC1C0EDA8FF861373E686DCF3405#lc=ListOffers-Score4-0,"14e00e8b7a7664c018a6d16439fe5b45",Desarrollador Oracle BPM - Trabajo Remoto,2025-09-28,Oferta laboral: Desarrollador Oracle BPM - Trabajo Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.905 -0300,2025-10-18 15:28:19.905 -0300,20,1,1
85,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-soluciones-salesforce-remoto-en-santiago-las-condes-6C3A3A3854716F6161373E686DCF3405#lc=ListOffers-Score4-5,"758bc453eef8882478aae24c74f15e98",Arquitecto de Soluciones Salesforce - Remoto,2025-09-28,Oferta laboral: Arquitecto de Soluciones Salesforce - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.907 -0300,2025-10-18 15:28:19.907 -0300,20,1,1
99,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-patiobodega-vacante-regida-por-la-ley-21015-de-inclusion-en-iquique-672C95DA083E614161373E686DCF3405#lc=ListOffers-Score4-8,"2fdaf6857f9f0daf5b75a66b560617d6",Auxiliar de Patio/Bodega - Vacante regida por la ley 21.015 de Inclusión,,Oferta laboral: Auxiliar de Patio/Bodega - Vacante regida por la ley 21.015 de Inclusión,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.928 -0300,2025-10-18 15:28:19.928 -0300,6,1,1
86,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ventas-de-seguros-call-center-lunes-a-viernes-teletrabajo-telemarketing-remoto-trabaja-desde-tu-casa-en-santiago-providencia-62E8DE6F9DB0BB6A61373E686DCF3405#lc=ListOffers-Score4-11,"8a09f9f08ef64c74c1b275c57162754f",Ventas de Seguros Call Center Lunes a Viernes - Teletrabajo telemarketing remoto trabaja desde tu casa,2025-09-28,Oferta laboral: Ventas de Seguros Call Center Lunes a Viernes - Teletrabajo telemarketing remoto trabaja desde tu casa,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.909 -0300,2025-10-18 15:28:19.909 -0300,44,1,1
87,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-front-end-remoto-en-santiago-las-condes-0B220E37794BC62D61373E686DCF3405#lc=ListOffers-Score4-12,"21eaab4060f00ae3c837f99e34c3f612",Desarrollador Front End - Remoto,2025-09-28,Oferta laboral: Desarrollador Front End - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.911 -0300,2025-10-18 15:28:19.911 -0300,29,1,1
88,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-gcp-remoto-en-santiago-providencia-DFF1A57F77C404D361373E686DCF3405#lc=ListOffers-Score4-2,"33955e678edf9a23c610a9b5dc62b1ac",Desarrollador GCP - Remoto,2025-09-28,Oferta laboral: Desarrollador GCP - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"1 años",Profesional universitario,2025-10-18 15:28:19.913 -0300,2025-10-18 15:28:19.913 -0300,27,1,1
89,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-cuidador-de-personas-con-discapacidad-residencia-las-palmas-colina-turno-7x7-en-colina-C2AFDC936E5551D961373E686DCF3405#lc=ListOffers-Score4-14,"5d12b33cdc4323cbdfdd15207271190e","Cuidador de personas con discapacidad, Residencia Las Palmas, Colina - turno 7x7",,"Oferta laboral: Cuidador de personas con discapacidad, Residencia Las Palmas, Colina - turno 7x7",presencial,indefinido,por turnos,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.914 -0300,2025-10-18 15:28:19.914 -0300,45,1,1
90,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-grua-turno-noche-705000-con-colacion-y-buses-de-acercamiento-en-santiago-pudahuel-FB628591DCBA550B61373E686DCF3405#lc=ListOffers-Score3-17,"11493f205a630005845d5c6c69c5c3f7",Operario de grua turno noche - $705.000 con colacion y buses de acercamiento,,Oferta laboral: Operario de grua turno noche - $705.000 con colacion y buses de acercamiento,presencial,indefinido,por turnos,Sueldo a convenir,false,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.916 -0300,2025-10-18 15:28:19.916 -0300,24,1,1
91,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-bodega-pudahuel-630000-con-colacion-y-buses-de-acercamiento-en-santiago-pudahuel-2C63F6D363AF0F3C61373E686DCF3405#lc=ListOffers-Score3-18,"378ab8fa0bf1ca9bfa62777c0331639d",Operarios de bodega Pudahuel - $630.000 con colacion y buses de acercamiento,,Oferta laboral: Operarios de bodega Pudahuel - $630.000 con colacion y buses de acercamiento,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.917 -0300,2025-10-18 15:28:19.917 -0300,24,1,1
92,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-mercaderista-el-bosque-domingos-y-festivos-el-bosque-en-santiago-el-bosque-F7B40B1A077FFBE061373E686DCF3405#lc=ListOffers-Score3-12,"9eb9d5f5c1fe5eea6ee0d1f0e4f0b79a",Mercaderista El Bosque / Domingos y festivos - El Bosque,,Oferta laboral: Mercaderista El Bosque / Domingos y festivos - El Bosque,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.918 -0300,2025-10-18 15:28:19.918 -0300,18,1,1
93,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-montacarga-order-picker-licencia-clase-d-marca-deportiva-pudahuel-en-santiago-pudahuel-F96131C7B95A381161373E686DCF3405#lc=ListOffers-Score3-14,b82db1bceb2de71bc1ee5e1b66c9bf5c,Operador de Montacarga Order Picker/ Licencia Clase D / Marca Deportiva Pudahuel,,Oferta laboral: Operador de Montacarga Order Picker/ Licencia Clase D / Marca Deportiva Pudahuel,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.919 -0300,2025-10-18 15:28:19.919 -0300,46,1,1
94,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-comercial-proyecto-las-condes-en-santiago-las-condes-FD1913E4271DAF8C61373E686DCF3405#lc=ListOffers-Score3-16,"8992cbf81678afddc90f4d4eb99e23b9",Asistente Comercial. Proyecto - Las Condes,,Oferta laboral: Asistente Comercial. Proyecto - Las Condes,presencial,plazo fijo,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.920 -0300,2025-10-18 15:28:19.920 -0300,25,1,1
95,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-climatizacion-5x2-providencia-en-santiago-providencia-F18A281DD66911C061373E686DCF3405#lc=ListOffers-Score3-17,f37bbf5746378c7409976a0a575eb369,Técnico en Climatización 5x2 - (Providencia),,Oferta laboral: Técnico en Climatización 5x2 - (Providencia),presencial,indefinido,por turnos,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Técnico nivel superior,2025-10-18 15:28:19.921 -0300,2025-10-18 15:28:19.921 -0300,38,1,1
96,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-oferta-con-ley-de-inclusion-cajero-part-time--providencia-con-experiencia-en-santiago-providencia-C6554F5BE8C402EF61373E686DCF3405#lc=ListOffers-Score4-0,"7a9966f48b0549cfe0d9e1c63fed4f7b",Oferta con Ley De Inclusión // Cajero // Part Time // Providencia - Con experiencia,,Oferta laboral: Oferta con Ley De Inclusión // Cajero // Part Time // Providencia - Con experiencia,presencial,part-time,part-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.923 -0300,2025-10-18 15:28:19.923 -0300,47,1,1
97,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operariosas-de-bodega-pudahuel-vacantes-inclusion-en-santiago-pudahuel-331C6E372757B74C61373E686DCF3405#lc=ListOffers-Score4-1,f51d9be0861b1023816749e238cd511a,"Operarios/as de Bodega Pudahuel, Vacantes Inclusión",,"Oferta laboral: Operarios/as de Bodega Pudahuel, Vacantes Inclusión",presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.924 -0300,2025-10-18 15:28:19.924 -0300,33,1,1
98,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-gestora-de-inclusion-laboral-part-time-santiago-en-santiago-centro-2CD55F4FE0372A7C61373E686DCF3405#lc=ListOffers-Score4-4,"506868fbdfe933b95b5485088a00309e",Gestor/a de Inclusión Laboral – Part Time - Santiago,,Oferta laboral: Gestor/a de Inclusión Laboral – Part Time - Santiago,presencial,part-time,part-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.926 -0300,2025-10-18 15:28:19.926 -0300,48,1,1
302,"1118007035",https://www.laborum.cl/empleos/redes-sociales-inclusivo-1118007035.html,empleo_hash_0035,Redes Sociales,2025-10-21,"Oferta laboral inclusiva bajo Ley 21.015 en el área de comunicación. La empresa ofrece entorno accesible, políticas de inclusión y ajustes razonables.",híbrido,part-time,full-time,$700.000 bruto,true,false,true,false,Comunicación,Redes Sociales,"1 años",Enseñanza media completa,2025-10-25 16:39:11.789 -0300,2025-10-25 16:39:11.789 -0300,122,19,2
100,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-operarios-de-bodega-quilicura-inclusion-buses-de-acercamiento-almuerzo-turnos-fijos-bajo-ley-de-inclusion-laboral-en-santiago-quilicura-A936A1A4A70C8ECA61373E686DCF3405#lc=ListOffers-Score4-9,ba42ce16289a96da4b940bea89a223e0,Operarios de Bodega Quilicura (Inclusión) / Buses de acercamiento/ Almuerzo/ Turnos fijos - Bajo Ley de inclusión Laboral,,Oferta laboral: Operarios de Bodega Quilicura (Inclusión) / Buses de acercamiento/ Almuerzo/ Turnos fijos - Bajo Ley de inclusión Laboral,presencial,indefinido,por turnos,Sueldo a convenir,true,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.929 -0300,2025-10-18 15:28:19.929 -0300,6,1,1
101,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-patio-licencia-clase-d-vacante-regida-por-la-ley-21015-de-inclusion-en-iquique-1A93356426BEC69961373E686DCF3405#lc=ListOffers-Score4-10,"5e85d1204e8c0109a110eda0e021651f",Auxiliar de Patio Licencia clase D - Vacante regida por la ley 21.015 de Inclusión,,Oferta laboral: Auxiliar de Patio Licencia clase D - Vacante regida por la ley 21.015 de Inclusión,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.931 -0300,2025-10-18 15:28:19.931 -0300,6,1,1
102,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-produccion-licencia-clase-d-vacante-regida-por-la-ley-21015-de-inclusion-en-iquique-E037E6DA2BB7481661373E686DCF3405#lc=ListOffers-Score4-11,a9dcf3058152dec9623b95e490d81cdd,Auxiliar de Producción Licencia clase D - Vacante regida por la ley 21.015 de Inclusión,,Oferta laboral: Auxiliar de Producción Licencia clase D - Vacante regida por la ley 21.015 de Inclusión,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Operario,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.933 -0300,2025-10-18 15:28:19.933 -0300,6,1,1
103,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-mecanico-maquinaria-pesada-con-licencia-a4-inclusion-laboral-los-andes-en-los-andes-AD48C93531B0A04161373E686DCF3405#lc=ListOffers-Score4-12,fd0e4e2a7622eb0c7859e38ceea3f7d1,Técnico Mecánico maquinaria pesada (con licencia A4) (Inclusión Laboral) - Los Andes,,Oferta laboral: Técnico Mecánico maquinaria pesada (con licencia A4) (Inclusión Laboral) - Los Andes,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Técnico nivel superior,2025-10-18 15:28:19.934 -0300,2025-10-18 15:28:19.934 -0300,49,1,1
104,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-climatizacion-en-maquinaria-pesada-los-andes-inclusion-laboral-los-andes-en-los-andes-8075F7D7400A7D0061373E686DCF3405#lc=ListOffers-Score4-13,"2136b6150000c737597db38345b51524",Técnico climatización en maquinaria pesada/ Los Andes (Inclusión Laboral) - Los Andes,,Oferta laboral: Técnico climatización en maquinaria pesada/ Los Andes (Inclusión Laboral) - Los Andes,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Técnico nivel superior,2025-10-18 15:28:19.936 -0300,2025-10-18 15:28:19.936 -0300,2,1,1
105,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soldador-mecanico-maquinaria-pesada-los-andes-inclusion-los-andes-en-santiago-centro-2894410FAD61AD5861373E686DCF3405#lc=ListOffers-Score4-14,e3fffa4bd32e16f95d480d17b597481d,Soldador /Mecánico Maquinaria pesada / Los Andes (Inclusión) - Los Andes,,Oferta laboral: Soldador /Mecánico Maquinaria pesada / Los Andes (Inclusión) - Los Andes,presencial,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.938 -0300,2025-10-18 15:28:19.938 -0300,50,1,1
106,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-credito-y-cobranza-inclusion-las-condes-vale-de-colacion-bono-movilizacion-en-santiago-las-condes-C6746F69966DDAB061373E686DCF3405#lc=ListOffers-Score4-15,d3afe62ccf81936c902be87f2feb7d10,Asistente de Crédito y Cobranza (Inclusión) Las Condes - Vale de Colación + Bono movilización,,Oferta laboral: Asistente de Crédito y Cobranza (Inclusión) Las Condes - Vale de Colación + Bono movilización,presencial,indefinido,full-time,Sueldo a convenir,true,true,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.939 -0300,2025-10-18 15:28:19.939 -0300,37,1,1
107,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-oferta-inclusion-auxiliares-de-pucheo-y-pallets-arica-lunes-a-sabado-turnos-fijo-en-arica-43F36BD19E31722361373E686DCF3405#lc=ListOffers-Score4-16,fc5304a1e43f2a3008cfda9757809fb8,Oferta Inclusión Auxiliares de Pucheo y Pallets - Arica Lunes a sábado Turnos Fijo,,Oferta laboral: Oferta Inclusión Auxiliares de Pucheo y Pallets - Arica Lunes a sábado Turnos Fijo,presencial,indefinido,por turnos,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.942 -0300,2025-10-18 15:28:19.942 -0300,6,1,1
108,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-reponedor-para-supermercado-en-quilicura-jornada-turnos-continuos-en-santiago-quilicura-168C2D524875F2A161373E686DCF3405#lc=ListOffers-Score3-19,"99890ede2fb50765e360c752d0b4f289",Reponedor para Supermercado en Quilicura - Jornada Turnos Continuos,,Oferta laboral: Reponedor para Supermercado en Quilicura - Jornada Turnos Continuos,presencial,indefinido,por turnos,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.944 -0300,2025-10-18 15:28:19.944 -0300,51,1,1
109,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-ventas-seguros-incendio-call-center-teletrabajo-modalidad-remota-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-centro-4727953ED71C25DB61373E686DCF3405#lc=ListOffers-Score4-4,a6135c42a77151b055a8bc7716f415be,Ejecutivo/a de Ventas Seguros Incendio– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,,Oferta laboral: Ejecutivo/a de Ventas Seguros Incendio– Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.945 -0300,2025-10-18 15:28:19.945 -0300,5,1,1
110,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-data-engineer-remoto-en-santiago-las-condes-D55E246F8083428361373E686DCF3405#lc=ListOffers-Score4-6,"7bded9804e2c9f29ba36de62cfb75233",Data Engineer - Remoto,,Oferta laboral: Data Engineer - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.947 -0300,2025-10-18 15:28:19.947 -0300,52,1,1
111,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-1100000-ejecutivo-ventas-de-seguros-call-center-teletrabajo-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-centro-3611A5869985004B61373E686DCF3405#lc=ListOffers-Score4-7,c3871b0c89aacf6d43bd14d72526d63f,$1.100.000 Ejecutivo Ventas de Seguros Call Center (Teletrabajo) - Teletrabajo Lunes a Viernes telemarketing remoto,,Oferta laboral: $1.100.000 Ejecutivo Ventas de Seguros Call Center (Teletrabajo) - Teletrabajo Lunes a Viernes telemarketing remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.949 -0300,2025-10-18 15:28:19.949 -0300,5,1,1
112,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-teletrabajo-cross-migracion-ejecutivo-ventas-de-seguros-call-center-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-providencia-DC643EAB2245E08C61373E686DCF3405#lc=ListOffers-Score4-9,"85e498475b01cb3528e9adf6fc7dae11","(Teletrabajo) Cross migración, Ejecutivo Ventas de Seguros Call Center - Teletrabajo Lunes a Viernes telemarketing remoto",,"Oferta laboral: (Teletrabajo) Cross migración, Ejecutivo Ventas de Seguros Call Center - Teletrabajo Lunes a Viernes telemarketing remoto",remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.951 -0300,2025-10-18 15:28:19.951 -0300,5,1,1
113,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivoa-de-ventas-seguros-dentales-call-center-teletrabajo-modalidad-remota-teletrabajo-lunes-a-viernes-telemarketing-remoto-en-santiago-centro-649F37D91ACBCA8F61373E686DCF3405#lc=ListOffers-Score4-10,b1d5c11f84cd7b2debc891a1c69af0ad,Ejecutivo/a de Ventas Seguros Dentales – Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,,Oferta laboral: Ejecutivo/a de Ventas Seguros Dentales – Call Center (Teletrabajo / Modalidad Remota) - Teletrabajo Lunes a Viernes telemarketing remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.953 -0300,2025-10-18 15:28:19.953 -0300,5,1,1
114,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-full-time-cannon-home-antofagasta-en-antofagasta-4F67683B46C6CD1F61373E686DCF3405#lc=ListOffers-Score4-15,"2425dfd4b0a70fee5fbb13e96e123c0a",Vendedor Full Time Cannon Home Antofagasta,,Oferta laboral: Vendedor Full Time Cannon Home Antofagasta,presencial,indefinido,full-time,Sueldo a convenir,false,false,false,false,Servicios Generales,Operaciones,"1 años",Enseñanza media completa,2025-10-18 15:28:19.955 -0300,2025-10-18 15:28:19.955 -0300,53,1,1
115,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-practica-profesional-ingenieria-civil-industrial-comercial-construmart-casa-matriz-en-santiago-quilicura-1E00CEA99A07813661373E686DCF3405#lc=ListOffers-Score4-6,"24a014b12ba6600ff2284dbb0ec2c540",Práctica Profesional Ingeniería Civil Industrial / Comercial - Construmart Casa Matriz,,Oferta laboral: Práctica Profesional Ingeniería Civil Industrial / Comercial - Construmart Casa Matriz,presencial,práctica profesional,full-time,Asignación de práctica a convenir,false,false,false,false,Servicios Generales,Operaciones,"0 años",Enseñanza media completa,2025-10-18 15:28:19.957 -0300,2025-10-18 15:28:19.957 -0300,18,1,1
116,,https://cl.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-senior-con-expertise-en-ibm-informix-remoto-en-santiago-centro-00FDD4FC445073DC61373E686DCF3405#lc=ListOffers-Score4-7,"9657fafd7c2ded21f2f17dbb56b282dd",Desarrollador/a Senior con expertise en IBM Informix - Remoto,,Oferta laboral: Desarrollador/a Senior con expertise en IBM Informix - Remoto,remoto,indefinido,full-time,Sueldo a convenir,true,false,false,false,Tecnología,Desarrollo de Software,"3 años",Profesional universitario,2025-10-18 15:28:19.958 -0300,2025-10-18 15:28:19.958 -0300,54,1,1
